0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.11736688133934026,0.14822357918359874,0.4090346159692556,0.9699777444110903,0.690755769543647,0.3400967476164418,0.5906426411123862,0.8107258635664101,0.3393367250090057,0.3044822797377472,0.2003441584644864,0.3725255196749341,0.7540487148898576,0.4237535276943648,0.4883366663822969,0.49199760503498013,0.36548036993070676,0.9881009171885186
0.6801384543277048,0.7283190768307184,0.23086357616126552,0.5489933578832185,0.12000357401442574,0.19629664762672772,0.4447279703734922,0.25902495339478027,0.8963303088008112,0.76300324888345,0.6721293420939901,0.05348876536347713,0.29589739031354867,0.19272763697344897,0.23551141537574471,0.157993701773404,0.45590657890581954,0.7063966171374023
0.8019155442876765,0.010948779099346995,0.6704756134125494,0.8021020521629622,0.8641964317908644,0.7531175749315308,0.17623488631251805,0.4650894064018206,0.20946740036134426,0.10080200061021338,0.038541051844383056,0.059882412249425254,0.5816859942555807,0.26545337879600384,0.4543136294636201,0.6067371726953492,0.12349526776397779,0.7235791709345444
0.969282375636401,0.22171058899633023,0.36389396776929384,0.8759584413254358,0.32765084064133665,0.20617029420676414,0.20893086230023605,0.9553005378527204,0.24119221384876577,0.23531300500623675,0.580968994846965,0.12009394557302566,0.6609470654557071,0.6826402507146889,0.7598750799310169,0.23046885956242347,0.2368429948452081,0.16356465285488553
0.1186533960672721,0.5778135146688073,0.13304610342737833,0.47286157701015186,0.9408382709568881,0.6342327189627439,0.58402498213714,0.0034848702183472025,0.29970804772004567,0.477121645180674,0.038520614166869915,0.3386087189365773,0.18311395969381727,0.9628604576933096,0.6413968266330643,0.9024040088251628,0.6267669212253029,0.9282407242352678
0.20403204733886293,0.0026003961471111614,0.5518863084039876,0.9804158839049816,0.0019598682723102057,0.13792816293984522,0.3318977948679349,0.6714364896665566,0.41533511470747553,0.5855060274013381,0.7846953311973023,0.8842039126790087,0.6963471735230085,0.5862955692247194,0.09755496232467031,0.6521081548895836,0.37957082233567274,0.6395706889556765
0.2797262834018708,0.8516334485804385,0.09635486407485183,0.9688806673872273,0.3217546683575653,0.789990298819288,0.36325760252324313,0.058683235396099875,0.5823555892301268,0.14012658061684968,0.9824524852091789,0.8539917313453071,0.7424579282302175,0.7431715067519943,0.5322704683576652,0.14540691358053448,0.8982732040506832,0.08101876963752641
0.534623294649339,0.014868955382103866,0.09247327247936454,0.6605214534583778,0.9561548629083796,0.633266247706481,0.43473495464734435,0.6359213541531024,0.5942454163377204,0.2195820657841484,0.01889548231681004,0.7163513831088711,0.9535513442671976,0.2459531691097333,0.6421050040628743,0.2856269403246253,0.10158188986523842,0.11701935583652268
0.1889339659254774,0.43017761950023425,0.05523401911064374,0.35194188442157426,0.22932523008758166,0.7682378275802474,0.8373183908997376,0.20224265556650012,0.8454364985840623,0.8739677570044838,0.5648430847454946,0.8746295140690625,0.4430062588104613,0.5937014354695942,0.7520002422808737,0.7928456014050311,0.655993242915211,0.663003177177313
0.1726251725404354,0.6444719181595662,0.15725668908639412,0.23390121735439395,0.21771251330785968,0.2758271614797986,0.9794467913560849,0.46807721468721963,0.21817781518875257,0.3923416600094245,0.5222904610597742,0.7236127084473789,0.8186073993965682,0.802578354587568,0.6117244230322273,0.2298241292075508,0.21791400004435735,0.8657317926364695
